Üniversite Adı,Ders Adı,Ders Tanımı
yıldız teknik üniversitesi,kriptografi ve veri güvenliği,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
istanbul üniversitesi,veri bilimi,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
istanbul teknik üniversitesi,bilgisayar ağları,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
ankara üniversitesi,sistem programlama,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
istanbul teknik üniversitesi,veri tabanı yönetim sistemleri,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
koç üniversitesi,mobil uygulama geliştirme,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
koç üniversitesi,makine ğrenmesi,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
koç üniversitesi,nesne tabanlı programlama,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
istanbul üniversitesi,veritabanı sistemleri,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
orta doğu teknik üniversitesi,mobil uygulama geliştirme,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
marmara üniversitesi,kriptografi ve veri güvenliği,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
yıldız teknik üniversitesi,veri bilimi,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
dokuz eylül üniversitesi,makine ğrenmesi,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
hacettepe üniversitesi,veri madenciliği,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
marmara üniversitesi,yapay zeka,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
orta doğu teknik üniversitesi,kriptografi ve veri güvenliği,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
sabancı üniversitesi,veri bilimi,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
boğaziçi üniversitesi,bilgisayar ağları,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
istanbul üniversitesi,yapay zeka,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
boğaziçi üniversitesi,programlama dilleri,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
orta doğu teknik üniversitesi,nesne tabanlı programlama,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
sabancı üniversitesi,kriptografi ve veri güvenliği,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
hacettepe üniversitesi,bilgisayar ağları,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
boğaziçi üniversitesi,veri tabanı yönetim sistemleri,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
koç üniversitesi,nesne tabanlı yazılım geliştirme,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
boğaziçi üniversitesi,makine ğrenmesi,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
sabancı üniversitesi,nesne tabanlı yazılım geliştirme,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
ankara üniversitesi,genel matematik,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
orta doğu teknik üniversitesi,kriptografi ve veri güvenliği,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
koç üniversitesi,nesne tabanlı programlama,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
yıldız teknik üniversitesi,makine ğrenmesi,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
marmara üniversitesi,veri tabanı yönetim sistemleri,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
orta doğu teknik üniversitesi,kriptografi ve veri güvenliği,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
hacettepe üniversitesi,içerik yönetim sistemleri,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
ankara üniversitesi,veri tabanı yönetim sistemleri,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
istanbul teknik üniversitesi,içerik yönetim sistemleri,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
sabancı üniversitesi,bilgisayar ağları,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
marmara üniversitesi,makine ğrenmesi,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
orta doğu teknik üniversitesi,yapay zeka,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
boğaziçi üniversitesi,nesne tabanlı yazılım geliştirme,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
marmara üniversitesi,programlama dilleri,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
dokuz eylül üniversitesi,veri madenciliği,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
boğaziçi üniversitesi,bilgisayar mühendisliğine giriş,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
sabancı üniversitesi,web programlama,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
marmara üniversitesi,dijital oyun programlama,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
dokuz eylül üniversitesi,dijital oyun programlama,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
dokuz eylül üniversitesi,kriptografi ve veri güvenliği,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
orta doğu teknik üniversitesi,nesne tabanlı yazılım geliştirme,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
ankara üniversitesi,web programlama,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,nesne tabanlı yazılım geliştirme,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
istanbul teknik üniversitesi,siber güvenlik,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
koç üniversitesi,kriptografi ve veri güvenliği,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
marmara üniversitesi,dijital oyun programlama,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
ankara üniversitesi,sistem programlama,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
marmara üniversitesi,veri bilimi,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
orta doğu teknik üniversitesi,kriptografi ve veri güvenliği,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
sabancı üniversitesi,veritabanı sistemleri,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
ankara üniversitesi,sistem programlama,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
istanbul üniversitesi,yapay zeka,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
dokuz eylül üniversitesi,internet programcılığı,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
boğaziçi üniversitesi,dijital oyun programlama,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
istanbul üniversitesi,bilgisayar mühendisliğine giriş,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
koç üniversitesi,yapay zeka,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
ankara üniversitesi,siber güvenlik,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
boğaziçi üniversitesi,kriptografi ve veri güvenliği,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
istanbul teknik üniversitesi,mobil uygulama geliştirme,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
dokuz eylül üniversitesi,siber güvenlik,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
istanbul teknik üniversitesi,nesne tabanlı programlama,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
boğaziçi üniversitesi,mobil uygulama geliştirme,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
sabancı üniversitesi,makine ğrenmesi,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
yıldız teknik üniversitesi,programlama dilleri,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
boğaziçi üniversitesi,internet programcılığı,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
istanbul teknik üniversitesi,nesne tabanlı yazılım geliştirme,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
istanbul üniversitesi,veri madenciliği,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
istanbul teknik üniversitesi,web programlama,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
marmara üniversitesi,veri bilimi,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
orta doğu teknik üniversitesi,veri tabanı yönetim sistemleri,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
marmara üniversitesi,nesne tabanlı yazılım geliştirme,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
dokuz eylül üniversitesi,içerik yönetim sistemleri,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
istanbul üniversitesi,dijital oyun programlama,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
yıldız teknik üniversitesi,veri tabanı yönetim sistemleri,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
hacettepe üniversitesi,veri madenciliği,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
istanbul üniversitesi,kriptografi ve veri güvenliği,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
ankara üniversitesi,veritabanı sistemleri,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
hacettepe üniversitesi,siber güvenlik,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
sabancı üniversitesi,içerik yönetim sistemleri,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
dokuz eylül üniversitesi,web programlama,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
sabancı üniversitesi,makine ğrenmesi,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
sabancı üniversitesi,internet programcılığı,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
koç üniversitesi,nesne tabanlı yazılım geliştirme,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
marmara üniversitesi,internet programcılığı,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
orta doğu teknik üniversitesi,kriptografi ve veri güvenliği,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
ankara üniversitesi,bilgisayar mühendisliğine giriş,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
dokuz eylül üniversitesi,genel matematik,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
hacettepe üniversitesi,mobil uygulama geliştirme,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
koç üniversitesi,veri bilimi,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
dokuz eylül üniversitesi,genel matematik,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
istanbul üniversitesi,yapay zeka,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
