Üniversite Adı,Ders Adı,Ders Tanımı
İstanbul Üniversitesi,Siber Güvenlik,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
İstanbul Üniversitesi,Makine Ãğrenmesi,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Sabancı Üniversitesi,Web Programlama,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Yıldız Teknik Üniversitesi,Sistem Programlama,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Boğaziçi Üniversitesi,Veri Bilimi,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Marmara Üniversitesi,Web Programlama,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Hacettepe Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
İstanbul Teknik Üniversitesi,Veri Madenciliği,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Koç Üniversitesi,Siber Güvenlik,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Marmara Üniversitesi,Mobil Uygulama Geliştirme,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Hacettepe Üniversitesi,Web Programlama,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Marmara Üniversitesi,İnternet Programcılığı,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Dokuz Eylül Üniversitesi,İçerik Yönetim Sistemleri,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Marmara Üniversitesi,Dijital Oyun Programlama,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Ankara Üniversitesi,Veri Madenciliği,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Yıldız Teknik Üniversitesi,Web Programlama,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Marmara Üniversitesi,Bilgisayar Ağları,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Sabancı Üniversitesi,Siber Güvenlik,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Orta Doğu Teknik Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Ankara Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Boğaziçi Üniversitesi,Genel Matematik,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Marmara Üniversitesi,Mobil Uygulama Geliştirme,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Dokuz Eylül Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Marmara Üniversitesi,Veri Bilimi,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Ankara Üniversitesi,Web Programlama,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Orta Doğu Teknik Üniversitesi,Programlama Dilleri,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
İstanbul Teknik Üniversitesi,Genel Matematik,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Yıldız Teknik Üniversitesi,Programlama Dilleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Hacettepe Üniversitesi,Veri Madenciliği,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Koç Üniversitesi,Genel Matematik,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Hacettepe Üniversitesi,Siber Güvenlik,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Koç Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Koç Üniversitesi,Sistem Programlama,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Orta Doğu Teknik Üniversitesi,Mobil Uygulama Geliştirme,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Yıldız Teknik Üniversitesi,İnternet Programcılığı,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Orta Doğu Teknik Üniversitesi,Kriptografi Veri Güvenliği,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Dokuz Eylül Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Dokuz Eylül Üniversitesi,Veri Bilimi,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Orta Doğu Teknik Üniversitesi,Sistem Programlama,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Dokuz Eylül Üniversitesi,İnternet Programcılığı,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Yıldız Teknik Üniversitesi,Programlama Dilleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Marmara Üniversitesi,Programlama Dilleri,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Marmara Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Üniversitesi,Veri Madenciliği,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Orta Doğu Teknik Üniversitesi,Veritabanı Sistemleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Orta Doğu Teknik Üniversitesi,Siber Güvenlik,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Orta Doğu Teknik Üniversitesi,İçerik Yönetim Sistemleri,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Orta Doğu Teknik Üniversitesi,Mobil Uygulama Geliştirme,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Sabancı Üniversitesi,Veri Bilimi,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Ankara Üniversitesi,Genel Matematik,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Koç Üniversitesi,Genel Matematik,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Dokuz Eylül Üniversitesi,Bilgisayar Ağları,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Koç Üniversitesi,İnternet Programcılığı,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Koç Üniversitesi,Yapay Zeka,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Orta Doğu Teknik Üniversitesi,Genel Matematik,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Boğaziçi Üniversitesi,Bilgisayar Ağları,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
İstanbul Üniversitesi,Veritabanı Sistemleri,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
İstanbul Üniversitesi,İçerik Yönetim Sistemleri,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Marmara Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Hacettepe Üniversitesi,Veri Bilimi,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Sabancı Üniversitesi,Web Programlama,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Ankara Üniversitesi,Bilgisayar Ağları,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Dokuz Eylül Üniversitesi,Veri Madenciliği,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
Dokuz Eylül Üniversitesi,Veritabanı Sistemleri,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Dokuz Eylül Üniversitesi,Mobil Uygulama Geliştirme,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Marmara Üniversitesi,Programlama Dilleri,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Dokuz Eylül Üniversitesi,Makine Ãğrenmesi,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Hacettepe Üniversitesi,İçerik Yönetim Sistemleri,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Yıldız Teknik Üniversitesi,Dijital Oyun Programlama,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Dokuz Eylül Üniversitesi,Veri Madenciliği,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Dokuz Eylül Üniversitesi,Mobil Uygulama Geliştirme,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
İstanbul Teknik Üniversitesi,İçerik Yönetim Sistemleri,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Hacettepe Üniversitesi,Veri Madenciliği,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Hacettepe Üniversitesi,Web Programlama,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
İstanbul Üniversitesi,Programlama Dilleri,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Ankara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Hacettepe Üniversitesi,Nesne Tabanlı Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Teknik Üniversitesi,Programlama Dilleri,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Boğaziçi Üniversitesi,Siber Güvenlik,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Marmara Üniversitesi,Sistem Programlama,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Orta Doğu Teknik Üniversitesi,Makine Ãğrenmesi,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Orta Doğu Teknik Üniversitesi,Veritabanı Sistemleri,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
İstanbul Üniversitesi,Genel Matematik,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
Marmara Üniversitesi,Genel Matematik,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Marmara Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
İstanbul Üniversitesi,Makine Ãğrenmesi,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Hacettepe Üniversitesi,İçerik Yönetim Sistemleri,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
İstanbul Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Koç Üniversitesi,Bilgisayar Ağları,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Marmara Üniversitesi,Bilgisayar Ağları,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Koç Üniversitesi,Kriptografi Veri Güvenliği,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Koç Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Koç Üniversitesi,Veritabanı Sistemleri,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
İstanbul Üniversitesi,Veritabanı Sistemleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Dokuz Eylül Üniversitesi,İçerik Yönetim Sistemleri,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Marmara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Marmara Üniversitesi,Yapay Zeka,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Yıldız Teknik Üniversitesi,Nesne Tabanlı Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Teknik Üniversitesi,Nesne Tabanlı Programlama,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Koç Üniversitesi,Dijital Oyun Programlama,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
İstanbul Teknik Üniversitesi,Nesne Tabanlı Programlama,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Orta Doğu Teknik Üniversitesi,Programlama Dilleri,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Yıldız Teknik Üniversitesi,Veri Bilimi,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Sabancı Üniversitesi,İnternet Programcılığı,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Marmara Üniversitesi,Sistem Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Boğaziçi Üniversitesi,Mobil Uygulama Geliştirme,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Orta Doğu Teknik Üniversitesi,Bilgisayar Ağları,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Marmara Üniversitesi,Web Programlama,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Koç Üniversitesi,Genel Matematik,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Koç Üniversitesi,Genel Matematik,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Sabancı Üniversitesi,Bilgisayar Ağları,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Dokuz Eylül Üniversitesi,İçerik Yönetim Sistemleri,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Sabancı Üniversitesi,Bilgisayar Ağları,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Dokuz Eylül Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Hacettepe Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Orta Doğu Teknik Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Koç Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
İstanbul Teknik Üniversitesi,Sistem Programlama,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Ankara Üniversitesi,Veri Madenciliği,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Orta Doğu Teknik Üniversitesi,İçerik Yönetim Sistemleri,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Koç Üniversitesi,Siber Güvenlik,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Orta Doğu Teknik Üniversitesi,Veri Madenciliği,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Dokuz Eylül Üniversitesi,Bilgisayar Ağları,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Yıldız Teknik Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Sabancı Üniversitesi,Web Programlama,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
